customer_id,age,occupation,dependents,monthly_income,monthly_expenses,monthly_debt_payment,monthly_savings,cash_savings,existing_investments,property_value,other_assets,total_assets,total_liabilities,net_worth,emergency_fund,insurance_coverage,credit_score,risk_tolerance,investment_experience,risk_score,financial_goal,goal_amount,current_goal_savings,goal_gap,time_horizon_years,preferred_investment,savings_rate,debt_to_income_ratio,risk_capacity_score,risk_willingness_score,target_risk_score,target_risk_category
C0329,51,Doctor,0,175431,63367,26140,85924,1494031,4746895,0,1045851,7286777,1033987,6252790,203585,0,700,Moderate,Beginner,5.8,Buy House,9002219,1844724,7157495,15,Bonds,48.98,14.9,92.1,44.0,70.45,Moderately Aggressive
C0330,41,Accountant,2,46749,18124,5114,23511,233706,206252,1995227,207129,2642314,339371,2302943,42035,734373,758,Moderate,Intermediate,7.0,Wealth Creation,5861887,233706,5628181,13,Equity MF,50.29,10.94,93.6,60.0,78.48,Moderately Aggressive
C0331,52,Government Employee,2,75320,33431,5387,36502,785631,1919035,4226181,328271,7259118,347579,6911539,128831,1489767,826,Aggressive,Intermediate,9.2,Buy House,8580684,1823113,6757571,15,ETF,48.46,7.15,95.95,87.0,91.92,Aggressive
C0332,27,Designer,2,74271,34089,5567,34615,631222,1045752,0,79942,1756916,134628,1622288,194474,1202522,745,Conservative,Beginner,3.6,Retirement,9074135,1045752,8028383,11,Bonds,46.61,7.5,96.9,7.0,56.45,Moderate
C0333,53,Business Owner,4,100554,60425,11577,28552,1090999,1947919,0,247310,3286228,238904,3047324,441260,3706563,670,Moderate,Beginner,6.0,Wealth Creation,1545455,493973,1051482,5,Bonds,28.39,11.51,76.2,52.0,65.31,Moderate
C0334,28,Software Engineer,2,81479,48442,14839,18198,869352,817009,0,250035,1936396,353287,1583109,250727,0,790,Conservative,Beginner,2.6,Wealth Creation,5474655,869352,4605303,6,PPF,22.33,18.21,76.95,12.0,47.72,Moderately Conservative
C0335,34,Government Employee,2,82745,55079,6009,21657,592551,1594945,6310988,333634,8832118,502452,8329666,318039,3391090,683,Moderate,Intermediate,6.5,Retirement,8162092,1594945,6567147,12,Equity MF,26.17,7.26,88.65,55.0,73.51,Moderately Aggressive
C0336,45,Freelancer,1,95323,54596,14400,26327,860994,763433,0,503351,2127778,552113,1575665,167034,5219238,663,Conservative,Intermediate,3.3,Buy House,8160338,860994,7299344,11,Bonds,27.62,15.11,77.2,12.0,47.86,Moderately Conservative
C0337,52,Freelancer,1,85444,41613,15490,28341,275734,2117620,0,319171,2712525,719555,1992970,162667,0,667,Aggressive,Intermediate,9.1,Child Education,2317078,237540,2079538,10,Equity MF,33.17,18.13,77.15,87.0,81.58,Moderately Aggressive
C0338,48,Software Engineer,1,73206,47237,3594,22375,849233,1398515,1258941,374464,3881153,516899,3364254,189643,0,789,Moderate,Beginner,5.4,Retirement,4370046,1245239,3124807,11,Gold,30.56,4.91,88.75,47.0,69.96,Moderately Aggressive
C0339,22,Doctor,2,155231,76467,4847,73917,976102,3184300,2166057,946816,7273275,1087095,6186180,337977,0,721,Moderate,Intermediate,6.5,Wealth Creation,1695177,641982,1053195,9,Hybrid MF,47.62,3.12,97.2,60.0,80.46,Moderately Aggressive
C0340,37,Sales Executive,1,50068,20210,7299,22559,262890,507998,0,271335,1042223,322555,719668,55442,942669,746,Aggressive,Intermediate,10.0,Emergency Fund,572360,105531,466829,7,ETF,45.06,14.58,82.6,78.0,80.53,Moderately Aggressive
C0341,47,Designer,2,87180,43273,12882,31025,418319,656562,0,26920,1101801,52299,1049502,66822,2395261,784,Moderate,Advanced,6.6,Buy House,7121550,656562,6464988,8,Equity MF,35.59,14.78,80.9,60.0,71.5,Moderately Aggressive
C0342,22,Software Engineer,0,113077,55003,10884,47190,631465,451890,0,879842,1963197,224559,1738638,108934,5790999,692,Aggressive,Intermediate,10.0,Wealth Creation,1590821,560922,1029899,7,ETF,41.73,9.63,94.4,95.0,94.67,Aggressive
C0343,28,Business Owner,3,140954,66838,14482,59634,1027891,1057420,5589217,56369,7730897,3171943,4558954,195099,3506969,718,Moderate,Intermediate,5.8,Retirement,9948230,1057420,8890810,14,Gold,42.31,10.27,89.55,55.0,74.0,Moderately Aggressive
C0344,58,Designer,3,93715,61401,18843,13471,628945,1207194,0,187578,2023717,395703,1628014,139612,4279384,768,Moderate,Intermediate,5.8,Retirement,5191435,696075,4495360,6,Gold,14.37,20.11,63.45,55.0,59.65,Moderate
C0345,40,Government Employee,2,80101,30495,9546,40060,463481,2204823,0,565782,3234086,296753,2937333,219702,4617517,708,Conservative,Intermediate,3.5,Retirement,9017442,2204823,6812619,9,Debt MF,50.01,11.92,90.95,15.0,56.77,Moderate
C0346,57,Teacher,3,53040,30518,5434,17088,316708,1280205,5611359,289346,7497618,1592731,5904887,199270,2330266,793,Moderate,Intermediate,7.0,Higher Education,2447159,321704,2125455,6,Equity MF,32.22,10.25,77.6,52.0,66.08,Moderate
C0347,41,Accountant,1,93512,39869,5295,48348,659594,846102,7482133,123001,9110830,508374,8602456,102026,1274845,755,Conservative,Intermediate,3.1,Child Education,4279581,846102,3433479,6,PPF,51.7,5.66,92.0,12.0,56.0,Moderate
C0348,46,Business Owner,3,148025,85193,30508,32324,1223982,526134,1806515,1096073,4652704,1432907,3219797,287114,0,704,Aggressive,Intermediate,9.4,Wealth Creation,6976572,1223982,5752590,7,Stocks,21.84,20.61,67.25,95.0,79.74,Moderately Aggressive
C0349,51,Bank Employee,1,72601,29537,8257,34807,265400,677366,6261890,418619,7623275,2564737,5058538,178185,0,625,Moderate,Beginner,6.2,Emergency Fund,342894,26238,316656,9,Gold,47.94,11.37,83.3,35.0,61.57,Moderate
C0350,40,Freelancer,4,52039,33359,9241,9439,406245,1423175,3417338,260402,5507160,2045147,3462013,98516,1680189,695,Moderate,Intermediate,6.0,Retirement,8697660,587078,8110582,13,Hybrid MF,18.14,17.76,72.75,55.0,64.76,Moderate
C0351,26,Software Engineer,1,89907,34344,14925,40638,1022720,1057801,3378419,409050,5867990,2325940,3542050,59353,4589119,698,Moderate,Beginner,5.5,Buy House,7016779,1057801,5958978,15,Bonds,45.2,16.6,89.85,44.0,69.22,Moderately Aggressive
C0352,35,Bank Employee,2,96922,37335,2197,57390,1139202,1764050,0,664657,3567909,65873,3502036,292708,4361444,654,Aggressive,Intermediate,9.0,Wealth Creation,7803954,1450319,6353635,15,Equity,59.21,2.27,98.5,95.0,96.93,Aggressive
C0353,21,Freelancer,1,82652,28980,16567,37105,936684,1312195,3947629,523048,6719556,2583665,4135891,88292,0,680,Moderate,Advanced,6.9,Retirement,6879065,1312195,5566870,15,Gold,44.89,20.04,86.0,63.0,75.65,Moderately Aggressive
C0354,46,Sales Executive,2,51527,20137,6757,24633,224247,903493,0,277439,1405179,123149,1282030,53485,1260245,807,Conservative,Beginner,2.3,Retirement,6807372,903493,5903879,15,FD,47.81,13.11,92.85,7.0,54.22,Moderate
C0355,49,Doctor,1,132661,56405,22783,53473,447947,3600995,0,488941,4537883,166157,4371726,385476,0,830,Conservative,Beginner,3.1,Retirement,5921089,1690273,4230816,10,FD,40.31,17.17,89.6,7.0,52.43,Moderate
C0356,22,Government Employee,3,81329,58462,17918,4949,486560,947167,0,283485,1717212,249714,1467498,352035,0,747,Conservative,Beginner,3.4,Retirement,6286797,947167,5339630,5,FD,6.09,22.03,66.4,7.0,39.67,Moderately Conservative
C0357,42,Software Engineer,3,137625,86509,9193,41923,1279708,2477389,630015,360381,4747493,644283,4103210,687103,1725621,749,Aggressive,Intermediate,9.0,Wealth Creation,3673652,1062562,2611090,6,Equity MF,30.46,6.68,86.85,95.0,90.52,Aggressive
C0358,49,Bank Employee,0,63725,25786,0,37939,330389,1021399,0,367252,1719040,0,1719040,93092,2606237,777,Moderate,Advanced,6.5,Child Education,4755740,810877,3944863,13,Bonds,59.54,0.0,96.4,60.0,80.02,Moderately Aggressive
C0359,29,Business Owner,2,151530,79538,7379,64613,1023527,3059371,0,906386,4989284,54268,4935016,256022,6593368,717,Moderate,Beginner,5.3,Child Education,1467222,488951,978271,8,Bonds,42.64,4.87,96.6,44.0,72.93,Moderately Aggressive
C0360,41,Doctor,3,150747,92545,16197,42005,1021280,3630494,0,1046333,5698107,188534,5509573,313784,7975309,779,Moderate,Beginner,6.3,Emergency Fund,365761,55138,310623,8,Equity MF,27.86,10.74,80.8,35.0,60.19,Moderate
C0361,52,Business Owner,1,137681,86109,20430,31142,321336,1439773,0,116389,1877498,708879,1168619,200433,0,691,Conservative,Advanced,3.9,Wealth Creation,1940901,414692,1526209,8,PPF,22.62,14.84,69.15,28.0,50.63,Moderate
C0362,52,Designer,2,52911,30840,2930,19141,594354,759540,6895700,54420,8304014,1290107,7013907,194190,1388257,782,Aggressive,Intermediate,9.8,Buy House,5621989,759540,4862449,14,Stocks,36.18,5.54,90.95,87.0,89.17,Aggressive
C0363,60,Doctor,0,180458,82617,8497,89344,538890,1400028,0,196981,2135899,254481,1881418,302956,6440391,730,Aggressive,Beginner,9.1,Travel,1115935,440645,675290,10,ETF,49.51,4.71,87.95,82.0,85.27,Aggressive
C0364,46,Bank Employee,1,64226,32481,879,30866,177372,246139,2972299,21169,3416979,925529,2491450,65251,0,699,Aggressive,Intermediate,8.8,Wealth Creation,7871410,246139,7625271,14,Equity MF,48.06,1.37,89.85,95.0,92.17,Aggressive
C0365,33,Accountant,2,27669,13609,7428,6632,214104,339496,0,56491,610091,261699,348392,90651,968735,719,Conservative,Advanced,4.4,Retirement,7178363,339496,6838867,7,PPF,23.97,26.85,69.2,23.0,48.41,Moderate
C0366,23,Government Employee,3,60442,40575,0,19867,356039,677980,0,50705,1084724,0,1084724,192728,3196960,754,Aggressive,Intermediate,9.6,Retirement,3980661,677980,3302681,13,Stocks,32.87,0.0,95.0,90.0,92.75,Aggressive
C0367,52,Government Employee,0,70408,35552,11359,23497,567151,2043993,0,206630,2817774,251447,2566327,216449,2031151,737,Conservative,Advanced,3.8,Retirement,9056719,1234914,7821805,11,FD,33.37,16.13,84.15,23.0,56.63,Moderate
C0368,53,Software Engineer,3,31186,14845,1326,15015,200511,846608,0,140963,1188082,13531,1174551,48725,0,739,Aggressive,Intermediate,9.6,Emergency Fund,864848,287109,577739,5,Equity MF,48.15,4.25,90.2,78.0,84.71,Aggressive
C0369,53,Software Engineer,1,162055,49900,20143,92012,1237061,1558975,0,245898,3041934,639541,2402393,157005,2211542,713,Aggressive,Beginner,9.7,Higher Education,3903914,1113683,2790231,6,ETF,56.78,12.43,83.2,79.0,81.31,Moderately Aggressive
C0370,33,Business Owner,3,118820,66532,21685,30603,629194,704229,7283329,298206,8914958,4506518,4408440,138519,5240532,721,Moderate,Beginner,6.6,Travel,823589,250842,572747,10,Bonds,25.76,18.25,69.0,47.0,59.1,Moderate
C0371,26,Bank Employee,0,67057,25844,7588,33625,377844,1927453,5892610,225014,8422921,1833883,6589038,147162,1236966,724,Moderate,Intermediate,5.9,Retirement,5283050,1494668,3788382,15,Gold,50.14,11.32,92.85,55.0,75.82,Moderately Aggressive
C0372,24,Accountant,3,60584,30296,7291,22997,557152,890261,0,305856,1753269,147541,1605728,195637,1088086,706,Moderate,Beginner,5.6,Wealth Creation,7273582,890261,6383321,13,Bonds,37.96,12.03,91.0,52.0,73.45,Moderately Aggressive
C0373,58,Government Employee,3,65525,24372,11140,30013,409639,534621,5555015,322349,6821624,1353053,5468571,188187,1759802,739,Conservative,Intermediate,3.2,Buy House,4044998,534621,3510377,12,Bonds,45.8,17.0,88.05,12.0,53.83,Moderate
C0374,26,Teacher,0,63506,29446,7300,26760,653264,1634895,0,484682,2772841,234608,2538233,117354,2644246,670,Aggressive,Intermediate,9.9,Child Education,2911993,1189726,1722267,8,Equity,42.14,11.49,93.05,87.0,90.33,Aggressive
C0375,23,Government Employee,2,59858,23970,10653,25235,375426,1546412,0,471031,2392869,445699,1947170,171633,2210222,778,Conservative,Intermediate,4.2,Child Education,1780883,723541,1057342,11,Bonds,42.16,17.8,90.2,12.0,55.01,Moderate
C0376,47,Doctor,2,127288,81315,10113,35860,514723,2297452,710424,811901,4334500,471542,3862958,241015,0,790,Conservative,Intermediate,3.9,Wealth Creation,1972786,133711,1839075,13,FD,28.17,7.94,82.7,20.0,54.49,Moderate
C0377,60,Teacher,1,48782,19365,1764,27653,553209,288819,1577710,139336,2559074,773312,1785762,79891,0,763,Aggressive,Beginner,9.6,Retirement,7114417,356898,6757519,12,Stocks,56.69,3.62,88.75,82.0,85.71,Aggressive
C0378,40,Government Employee,2,80197,46233,5919,28045,949908,2366651,5607781,607179,9531519,321276,9210243,282799,4544937,737,Moderate,Advanced,6.6,Wealth Creation,4342373,615518,3726855,15,Hybrid MF,34.97,7.38,92.75,68.0,81.61,Moderately Aggressive
C0379,38,Teacher,2,47634,20700,10901,16033,494820,150711,0,104947,750478,293466,457012,122336,584741,717,Aggressive,Beginner,9.6,Wealth Creation,6294187,494820,5799367,15,Equity MF,33.66,22.88,79.05,87.0,82.63,Moderately Aggressive
C0380,40,Bank Employee,1,80100,36363,9573,34164,602413,2005369,6654241,69623,9331646,2495697,6835949,153244,4584565,769,Conservative,Intermediate,3.2,Wealth Creation,4731783,298792,4432991,6,Debt MF,42.65,11.95,85.15,20.0,55.83,Moderate
C0381,50,Teacher,1,79467,33958,8357,37152,426699,1062181,0,64435,1553315,376366,1176949,59898,4566074,711,Conservative,Intermediate,3.0,Wealth Creation,5769294,1062181,4707113,15,FD,46.75,10.52,89.25,20.0,58.09,Moderate
C0382,30,Teacher,3,62229,33104,11246,17879,312954,1790528,2766145,3773,4873400,1616233,3257167,237596,2067150,708,Moderate,Intermediate,5.9,Child Education,4096231,1076377,3019854,6,Gold,28.73,18.07,73.65,52.0,63.91,Moderate
C0383,43,Sales Executive,3,56377,33544,3229,19604,419237,1634828,1560769,121294,3736128,769935,2966193,140608,2958661,687,Moderate,Beginner,5.6,Wealth Creation,6405632,1072801,5332831,15,Equity MF,34.77,5.73,89.3,52.0,72.52,Moderately Aggressive
C0384,23,Doctor,4,119237,71040,9695,38502,1161707,2841829,0,111855,4115391,323194,3792197,206974,0,740,Moderate,Intermediate,5.9,Retirement,4137134,265280,3871854,13,Hybrid MF,32.29,8.13,95.0,55.0,77.0,Moderately Aggressive
C0385,29,Bank Employee,4,64545,43511,6224,14810,718633,693284,7719318,63516,9194751,4436647,4758104,280665,1983749,738,Conservative,Beginner,3.4,Retirement,7179366,718633,6460733,7,FD,22.95,9.64,77.8,7.0,45.94,Moderately Conservative
C0386,39,Freelancer,4,95601,69500,9920,16181,607588,346483,0,711623,1665694,191518,1474176,87653,0,715,Aggressive,Beginner,9.7,Travel,508140,83384,424756,6,Stocks,16.93,10.38,69.3,82.0,75.02,Moderately Aggressive
C0387,56,Bank Employee,4,93672,56272,12038,25362,798127,2786376,0,184470,3768973,508096,3260877,293515,4946295,716,Aggressive,Beginner,8.9,Retirement,3191552,593689,2597863,14,Equity MF,27.08,12.85,81.35,82.0,81.64,Moderately Aggressive
C0388,60,Business Owner,3,125001,70410,15914,38677,769786,3436314,2161300,46819,6414219,1591329,4822890,324836,6075398,681,Conservative,Beginner,2.8,Retirement,7539134,2636808,4902326,11,PPF,30.94,12.73,79.95,7.0,47.12,Moderately Conservative
C0389,47,Business Owner,2,116658,68184,18715,29759,773317,1835897,762283,587216,3958713,525548,3433165,262339,0,691,Moderate,Advanced,7.4,Retirement,3245574,1077963,2167611,6,Bonds,25.51,16.04,77.1,63.0,70.75,Moderately Aggressive
C0390,48,Government Employee,0,61053,25438,11586,24029,274153,1512790,0,262299,2049242,316079,1733163,84645,976425,638,Moderate,Intermediate,6.5,Retirement,6714697,1512790,5201907,9,Equity MF,39.36,18.98,84.75,55.0,71.36,Moderately Aggressive
C0391,28,Business Owner,1,149471,60244,6332,82895,1512531,2182338,7373880,163792,11232541,3830866,7401675,65206,1892662,679,Conservative,Beginner,3.1,Travel,1142261,271279,870982,5,Debt MF,55.46,4.24,87.95,7.0,51.52,Moderate
C0392,28,Business Owner,4,124927,84992,15384,24551,1149564,2113879,0,528726,3792169,266682,3525487,336198,4529941,771,Aggressive,Intermediate,10.0,Buy House,9881995,2113879,7768116,11,Equity,19.65,12.31,77.75,87.0,81.91,Moderately Aggressive
C0393,38,Designer,4,100006,64609,16145,19252,876873,1656259,0,355535,2888667,465624,2423043,445773,5407470,727,Moderate,Intermediate,5.8,Child Education,5328842,1564321,3764521,11,Equity MF,19.25,16.14,76.25,52.0,65.34,Moderate
C0394,41,Teacher,3,79909,40429,3597,35883,681301,618583,7788895,289188,9377967,4303650,5074317,102232,4024327,759,Conservative,Intermediate,3.3,Child Education,4142059,681301,3460758,14,FD,44.9,4.5,91.6,12.0,55.78,Moderate
C0395,33,Designer,0,65623,26739,14950,23934,617816,1025099,0,54498,1697413,323857,1373556,126125,2313772,657,Moderate,Intermediate,7.1,Retirement,7643417,517671,7125746,14,Equity MF,36.47,22.78,82.8,55.0,70.29,Moderately Aggressive
C0396,47,Doctor,3,186652,111352,43387,31913,2036431,2921971,0,1288703,6247105,1805212,4441893,357766,2679580,691,Moderate,Advanced,7.0,Buy House,8288766,2921971,5366795,13,Bonds,17.1,23.24,67.7,60.0,64.24,Moderate
C0397,60,Sales Executive,0,65708,35715,2255,27738,713885,1801856,3562359,373056,6451156,148582,6302574,155039,3528064,705,Conservative,Intermediate,3.3,Travel,314517,129501,185016,7,PPF,42.21,3.43,89.15,15.0,55.78,Moderate
C0398,36,Sales Executive,3,75897,35990,15377,24530,782326,1613521,0,520068,2915915,40716,2875199,136750,4203504,744,Conservative,Beginner,2.6,Buy House,7761117,1613521,6147596,14,Debt MF,32.32,20.26,85.35,4.0,48.74,Moderate
C0399,60,Software Engineer,1,84061,44365,3064,36632,937725,1661861,1213550,350705,4163841,468991,3694850,203836,4065690,699,Aggressive,Beginner,8.5,Retirement,8830436,1661861,7168575,14,Stocks,43.58,3.64,94.75,82.0,89.01,Aggressive
C0400,29,Accountant,0,67970,20119,7887,39964,252942,1440976,6047442,512811,8254171,2585476,5668695,117147,859972,800,Moderate,Advanced,7.1,Retirement,8230257,978777,7251480,15,Gold,58.8,11.6,89.4,63.0,77.52,Moderately Aggressive
C0401,47,Government Employee,0,53007,23833,4075,25099,624015,1019500,0,168951,1812466,63166,1749300,38573,1266018,840,Moderate,Beginner,6.0,Buy House,3527363,795797,2731566,15,Equity MF,47.35,7.69,96.7,44.0,72.99,Moderately Aggressive
C0402,37,Designer,0,93754,63663,5050,25041,395851,826723,1614885,527228,3364687,514686,2850001,281148,1562508,782,Conservative,Advanced,3.4,Child Education,5203655,826723,4376932,5,Bonds,26.71,5.39,78.6,20.0,52.23,Moderate
C0403,23,Teacher,4,47640,29454,8841,9345,287453,293220,2215672,380233,3176578,1395664,1780914,219825,793349,668,Aggressive,Intermediate,9.9,Buy House,3057128,293220,2763908,11,Equity MF,19.62,18.56,72.2,87.0,78.86,Moderately Aggressive
C0404,24,Teacher,2,48636,30614,3891,14131,550038,1354931,0,207895,2112864,77164,2035700,244133,1529596,799,Aggressive,Intermediate,9.0,Buy House,5088497,561979,4526518,5,ETF,29.05,8.0,84.4,87.0,85.57,Aggressive
C0405,60,Government Employee,2,41749,22985,4807,13957,140633,991061,0,8354,1140048,20253,1119795,53747,0,731,Conservative,Advanced,4.3,Wealth Creation,5221882,991061,4230821,6,Bonds,33.43,11.51,76.15,28.0,54.48,Moderate
C0406,21,Software Engineer,1,102275,30824,8361,63090,841786,983526,7783406,55268,9663986,1782132,7881854,69206,1976384,676,Aggressive,Intermediate,9.9,Wealth Creation,5722375,983526,4738849,14,ETF,61.69,8.18,97.0,95.0,96.1,Aggressive
C0407,34,Sales Executive,2,74113,40017,18217,15879,778485,1726481,4216251,3461,6724678,970753,5753925,45665,3542338,703,Moderate,Intermediate,7.0,Wealth Creation,3849523,608841,3240682,9,Gold,21.43,24.58,77.85,60.0,69.82,Moderately Aggressive
C0408,28,Designer,3,69338,41242,9563,18533,685164,542248,1450668,309706,2987786,377523,2610263,328642,0,757,Moderate,Beginner,6.1,Higher Education,1597237,685164,912073,15,Equity MF,26.73,13.79,85.55,44.0,66.85,Moderate
C0409,27,Bank Employee,0,102923,41033,12804,49086,854137,2361883,7601195,705962,11523177,3519813,8003364,306625,2355688,713,Moderate,Beginner,5.7,Travel,223890,45469,178421,6,Equity MF,47.69,12.44,84.1,47.0,67.41,Moderate
C0410,50,Sales Executive,2,58678,31481,6405,20792,119013,798360,0,414576,1331949,18014,1313935,218954,2717156,757,Moderate,Intermediate,6.6,Child Education,1256541,288355,968186,10,Equity MF,35.43,10.92,80.45,52.0,67.65,Moderate
C0411,45,Designer,2,105198,61661,12709,30828,542700,338087,6016971,271329,7169087,993041,6176046,439287,3503528,767,Aggressive,Beginner,8.7,Wealth Creation,7569445,542700,7026745,7,Stocks,29.3,12.08,77.4,87.0,81.72,Moderately Aggressive
C0412,59,Bank Employee,3,54035,27574,12305,14156,335791,265172,752233,199549,1552745,760453,792292,88535,2116678,752,Moderate,Intermediate,7.2,Buy House,4624140,335791,4288349,10,Gold,26.2,22.77,68.1,52.0,60.86,Moderate
C0413,36,Doctor,1,120108,73804,32043,14261,653795,1891609,0,509919,3055323,237947,2817376,343497,4196979,762,Conservative,Intermediate,3.3,Child Education,5457585,1370439,4087146,5,FD,11.87,26.68,69.75,12.0,43.76,Moderately Conservative
C0414,31,Designer,1,78347,43388,8331,26628,227685,300637,2067981,125525,2721828,824085,1897743,290189,3464321,707,Conservative,Intermediate,3.0,Retirement,8191576,300637,7890939,11,FD,33.99,10.63,77.3,15.0,49.27,Moderate
C0415,45,Government Employee,2,58309,28685,7969,21655,433429,795944,7701540,277173,9208086,4099062,5109024,80350,3373198,719,Moderate,Beginner,5.7,Buy House,4075687,795944,3279743,10,Gold,37.14,13.67,79.2,44.0,63.36,Moderate
C0416,53,Software Engineer,0,128256,59764,17335,51157,641256,1451453,638674,253306,2984689,253659,2731030,274747,3225515,669,Moderate,Beginner,5.4,Wealth Creation,5613975,1451453,4162522,13,Bonds,39.89,13.52,86.8,52.0,71.14,Moderately Aggressive
C0417,41,Accountant,0,71554,19793,12224,39537,238626,419440,0,79144,737210,560206,177004,33697,0,723,Moderate,Beginner,6.6,Child Education,5427106,419440,5007666,10,Hybrid MF,55.25,17.08,81.8,44.0,64.79,Moderate
C0418,30,Bank Employee,2,81848,48210,15675,17963,903642,1257535,4597637,260111,7018925,1056403,5962522,219698,3113448,706,Aggressive,Intermediate,9.4,Retirement,9297968,1257535,8040433,11,ETF,21.95,19.15,82.45,90.0,85.85,Aggressive
C0419,29,Designer,2,78132,38701,15179,24252,297850,479061,0,388755,1165666,481347,684319,224914,0,626,Aggressive,Beginner,8.5,Retirement,6063316,479061,5584255,8,Equity,31.04,19.43,81.6,82.0,81.78,Moderately Aggressive
C0420,21,Government Employee,0,71877,35166,17417,19294,736542,576331,0,390232,1703105,44923,1658182,104133,1942348,804,Conservative,Intermediate,3.7,Wealth Creation,6301058,736542,5564516,13,Bonds,26.84,24.23,82.0,20.0,54.1,Moderate
C0421,54,Doctor,2,119575,71292,22169,26114,1133273,3350623,0,368802,4852698,431459,4421239,154357,3799052,758,Conservative,Beginner,2.4,Wealth Creation,6306793,417469,5889324,13,Debt MF,21.84,18.54,81.65,12.0,50.31,Moderate
C0422,51,Government Employee,2,64780,33079,13712,17989,706633,967810,0,269318,1943761,65678,1878083,238024,3459752,709,Conservative,Beginner,3.5,Wealth Creation,6044999,967810,5077189,10,Bonds,27.77,21.17,75.3,12.0,46.81,Moderately Conservative
C0423,41,Software Engineer,4,141450,65606,20438,55406,923641,3043445,0,539925,4507011,786073,3720938,324949,3688573,753,Conservative,Advanced,4.4,Retirement,4216438,1168679,3047759,6,PPF,39.17,14.45,80.0,23.0,54.35,Moderate
C0424,44,Software Engineer,2,98959,55682,21139,22138,275030,2877091,1312536,424317,4888974,1167249,3721725,328242,3003988,765,Moderate,Intermediate,6.6,Emergency Fund,991989,444313,547676,5,Equity MF,22.37,21.36,66.55,43.0,55.95,Moderate
C0425,39,Accountant,3,76701,43970,5862,26869,180220,515205,0,78171,773596,260875,512721,193296,1939729,769,Moderate,Intermediate,7.2,Retirement,7291355,515205,6776150,7,Bonds,35.03,7.64,77.3,55.0,67.27,Moderate
C0426,41,Freelancer,1,85203,33167,12267,39769,490262,1093399,0,478431,2062092,534362,1527730,59967,2746525,755,Conservative,Intermediate,3.7,Wealth Creation,3959677,1093399,2866278,7,Bonds,46.68,14.4,85.0,20.0,55.75,Moderate
C0427,45,Software Engineer,1,135407,75602,10927,48878,1171864,3498714,0,762024,5432602,171014,5261588,104779,0,850,Moderate,Intermediate,6.1,Wealth Creation,2642188,450161,2192027,15,Hybrid MF,36.1,8.07,92.0,60.0,77.6,Moderately Aggressive
C0428,40,Freelancer,4,93464,51319,19991,22154,1076787,543930,0,340146,1960863,583450,1377413,359775,0,753,Moderate,Beginner,6.3,Buy House,9432671,1076787,8355884,14,Bonds,23.7,21.39,73.75,44.0,60.36,Moderate
C0429,46,Bank Employee,1,85136,44073,13504,27559,193990,1727681,0,385498,2307169,342439,1964730,208929,3798009,773,Moderate,Beginner,5.5,Retirement,7777402,1727681,6049721,5,Hybrid MF,32.37,15.86,78.25,47.0,64.19,Moderate
C0430,27,Designer,4,89924,66579,19189,4156,1052877,2290648,2504559,390589,6238673,776486,5462187,470944,2876204,673,Aggressive,Intermediate,10.0,Wealth Creation,1587119,502046,1085073,7,Equity MF,4.62,21.34,66.1,95.0,79.1,Moderately Aggressive
C0431,23,Accountant,0,73076,44727,7048,21301,247084,433697,4679669,271005,5631455,1837140,3794315,323780,1640175,695,Moderate,Intermediate,6.5,Child Education,1606287,95832,1510455,10,Equity MF,29.15,9.64,81.2,52.0,68.06,Moderately Aggressive
C0432,60,Accountant,3,66063,42605,12560,10898,136933,1731338,0,119945,1988216,14541,1973675,256844,3237491,732,Aggressive,Beginner,8.7,Travel,556891,234745,322146,3,Equity,16.5,19.01,63.35,82.0,71.74,Moderately Aggressive
C0433,28,Business Owner,2,153525,74350,21608,57567,1346391,3526887,4206389,149961,9229628,1103651,8125977,378940,7729950,774,Moderate,Intermediate,6.6,Travel,1321575,538424,783151,3,Bonds,37.5,14.07,82.15,55.0,69.93,Moderately Aggressive
C0434,50,Bank Employee,3,51219,25413,10954,14852,249027,857122,3598997,172130,4877276,987360,3889916,37634,0,681,Moderate,Beginner,5.7,Travel,652935,60863,592072,8,Gold,29.0,21.39,68.45,47.0,58.8,Moderate
C0435,31,Teacher,1,48745,21608,4266,22871,375068,1409727,2971173,335285,5091253,957233,4134020,120438,0,720,Moderate,Beginner,5.8,Higher Education,824580,95385,729195,9,Gold,46.92,8.75,93.3,44.0,71.12,Moderately Aggressive
C0436,28,Bank Employee,0,48697,16795,4910,26992,479882,809739,1993533,119424,3402578,849330,2553248,44656,2121266,740,Conservative,Intermediate,3.8,Wealth Creation,6255268,809739,5445529,12,FD,55.43,10.08,92.55,20.0,59.9,Moderate
C0437,57,Business Owner,4,120675,62715,10333,47627,749190,2812064,3172242,621279,7354775,1372659,5982116,247821,0,758,Moderate,Intermediate,6.2,Retirement,8226735,1761393,6465342,8,Bonds,39.47,8.56,84.4,55.0,71.17,Moderately Aggressive
C0438,37,Sales Executive,2,54928,29277,12235,13416,399994,1565318,0,131346,2096658,284594,1812064,78047,0,728,Conservative,Intermediate,4.0,Wealth Creation,3511075,1106678,2404397,9,Debt MF,24.42,22.27,77.4,20.0,51.57,Moderate
C0439,28,Bank Employee,2,37781,20014,2239,15528,184595,200264,5203471,79560,5667890,2035922,3631968,20449,2098343,717,Conservative,Beginner,2.7,Retirement,7869932,200264,7669668,5,Bonds,41.1,5.93,83.95,7.0,49.32,Moderate
