customer_id,age,occupation,dependents,monthly_income,monthly_expenses,monthly_debt_payment,monthly_savings,cash_savings,existing_investments,property_value,other_assets,total_assets,total_liabilities,net_worth,emergency_fund,insurance_coverage,credit_score,risk_tolerance,investment_experience,financial_goal,goal_amount,current_goal_savings,goal_gap,time_horizon_years,preferred_investment,savings_rate,debt_to_income_ratio,risk_capacity_score,risk_willingness_score,target_risk_score,target_risk_category
C02091,51,Accountant,2,178789,82067,37510,59212,506159,9839381,0,290116,10635656,879179,9756477,129263,24705691,809,Conservative,Advanced,Wealth Creation,15992389,1856697,14135692,15,Equity MF,33.12,20.98,79.1,28.0,56.11,Moderate
C02092,25,Software Engineer,0,88386,34706,43361,10319,211073,163119,0,158599,532791,984305,-451514,211073,18549961,544,Moderate,Intermediate,Buy House,4667645,114183,4553462,10,Hybrid MF,11.67,49.06,57.2,52.0,54.86,Moderate
C02093,37,Bank Employee,3,66806,30187,0,36619,143512,4030462,0,97327,4271301,0,4271301,116424,8196722,714,Moderate,Intermediate,Retirement,7589678,2263071,5326607,23,Gold,54.81,0.0,94.2,55.0,76.56,Moderately Aggressive
C02094,52,Data Scientist,0,312694,145207,53598,113889,1881883,11793788,14596458,742386,29014515,8024826,20989689,493894,47239476,729,Moderately Conservative,Beginner,Emergency Fund,12555683,2157152,10398531,10,Debt MF,36.42,17.14,81.15,15.0,51.38,Moderate
C02095,60,Data Scientist,1,64784,29847,10052,24885,408953,4758085,0,136157,5303195,235364,5067831,111664,7582835,782,Conservative,Advanced,Retirement,7396724,727256,6669468,1,Bonds,38.41,15.52,74.55,23.0,45.0,Moderately Conservative
C02096,27,Freelancer,0,144551,59925,44155,40471,365653,919461,0,251069,1536183,1586756,-50573,272189,9133895,707,Moderate,Beginner,Wealth Creation,5296524,643622,4652902,7,Gold,28.0,30.55,60.1,52.0,56.46,Moderate
C02097,31,Doctor,0,121996,41893,20411,59692,297835,3266177,9195002,226889,12985903,3048039,9937864,297835,21433552,711,Moderate,Advanced,Buy House,11225409,2286323,8939086,10,Bonds,48.93,16.73,89.3,60.0,76.12,Moderately Aggressive
C02098,36,Doctor,2,127077,57549,0,69528,117354,6415838,5185147,47485,11765824,0,11765824,76106,19768247,793,Conservative,Beginner,Retirement,25470866,4491086,20979780,24,Gold,54.71,0.0,89.35,7.0,52.29,Moderate
C02099,45,Freelancer,1,172575,61565,15613,95397,825082,6715262,7387123,640005,15567472,1387917,14179555,260639,29329748,796,Conservative,Beginner,Retirement,20843263,4700683,16142580,15,Hybrid MF,55.28,9.05,97.0,7.0,56.5,Moderate
C02100,63,Government Employee,1,116338,45506,31920,38912,203895,8845405,0,139512,9188812,639008,8549804,180707,8408628,701,Aggressive,Beginner,Wealth Creation,14221978,5213158,9008820,15,Stocks,33.45,27.44,77.3,87.0,81.66,Moderately Aggressive
C02101,28,Software Engineer,0,139061,72350,16698,50013,556204,723431,0,360802,1640437,547425,1093012,331926,30177268,766,Moderately Conservative,Intermediate,Wealth Creation,11137797,506401,10631396,10,ETF,35.96,12.01,81.75,40.0,62.96,Moderate
C02102,42,Software Engineer,2,164312,98925,44669,20718,780168,3066826,0,346150,4193144,2111929,2081215,269208,38090283,723,Moderately Aggressive,Advanced,Wealth Creation,7864822,2146778,5718044,7,FD,12.61,27.19,55.85,88.0,70.32,Moderately Aggressive
C02103,51,Software Engineer,0,183805,72167,0,111638,386838,7980920,15410889,309368,24088015,0,24088015,334755,29820838,739,Moderately Aggressive,Advanced,Child Education,924822,298983,625839,1,Hybrid MF,60.74,0.0,80.9,80.0,45.0,Moderately Conservative
C02104,56,Designer,1,147646,69213,0,78433,280820,7683130,9749323,114079,17827352,0,17827352,219024,11369091,745,Conservative,Intermediate,Retirement,25423612,5378191,20045421,4,Hybrid MF,53.12,0.0,82.95,15.0,52.37,Moderate
C02105,47,Sales Executive,2,136955,54638,10364,71953,293295,7035550,6198609,147016,13674470,1722337,11952133,293295,26098928,641,Conservative,Advanced,Retirement,13760561,2286035,11474526,13,Debt MF,52.54,7.57,92.7,23.0,61.34,Moderate
C02106,27,Sales Executive,0,77433,34195,14485,28753,364294,373400,0,269191,1006885,655258,351627,64236,18529715,688,Moderately Conservative,Advanced,Buy House,10985246,261379,10723867,15,Equity MF,37.13,18.71,81.7,40.0,62.94,Moderate
C02107,59,Accountant,1,68544,24046,4762,39736,53490,11294070,4436007,34748,15818315,649707,15168608,53490,15126278,759,Conservative,Intermediate,Buy House,2687339,439347,2247992,5,Bonds,57.97,6.95,80.3,12.0,49.56,Moderate
C02108,56,Accountant,0,81557,36432,0,45125,397530,6270199,4487773,308275,11463777,0,11463777,144348,8704974,812,Moderately Conservative,Intermediate,Child Education,853737,318093,535644,3,Debt MF,55.33,0.0,86.95,32.0,62.22,Moderate
C02109,41,Sales Executive,4,129688,54988,32347,42353,526214,2720745,9965894,120817,13333670,3044370,10289300,415922,18493000,739,Moderately Conservative,Intermediate,Wealth Creation,5098606,1904521,3194085,5,Hybrid MF,32.66,24.94,76.0,40.0,59.8,Moderate
C02110,41,Software Engineer,2,107441,49440,13374,44627,624808,6100089,7810912,476371,15012180,1069171,13943009,347659,22862163,699,Moderately Conservative,Intermediate,Retirement,18304015,2915028,15388987,19,Equity MF,41.54,12.45,93.6,35.0,67.23,Moderate
C02111,63,Freelancer,1,194115,63793,18475,111847,752885,10044541,0,588379,11385805,881357,10504448,501274,16853753,649,Conservative,Intermediate,Retirement,24340182,4659838,19680344,1,PPF,57.62,9.52,83.1,15.0,45.0,Moderately Conservative
C02112,26,Business Owner,1,115358,44370,25697,45291,557273,1004371,0,216591,1778235,1049572,728663,199947,16548962,763,Moderate,Intermediate,Retirement,14755137,703059,14052078,34,PPF,39.26,22.28,77.85,55.0,67.57,Moderate
C02113,48,Business Owner,1,213282,100400,18568,94314,312885,5336628,16625790,78257,22353560,2100500,20253060,312885,32103777,724,Moderately Aggressive,Beginner,Retirement,36168583,3735639,32432944,12,Bonds,44.22,8.71,92.55,67.0,81.05,Moderately Aggressive
C02114,57,Software Engineer,0,290766,153128,62840,74798,1208584,22594876,15989117,615235,40407812,9638270,30769542,511657,68754685,734,Moderately Aggressive,Intermediate,Buy House,46871907,11960292,34911615,20,Debt MF,25.72,21.61,70.2,72.0,71.01,Moderately Aggressive
C02115,34,Bank Employee,0,75270,38255,0,37015,482307,2919392,4448879,161022,8011600,0,8011600,278409,4559953,769,Conservative,Beginner,Retirement,15366699,944648,14422051,26,Bonds,49.18,0.0,98.65,7.0,57.41,Moderate
C02116,44,Teacher,1,196621,100261,18595,77765,236786,12114926,0,132179,12483891,813421,11670470,159569,19878778,725,Conservative,Beginner,Child Education,1348523,500332,848191,1,Bonds,39.55,9.46,71.95,4.0,41.37,Moderately Conservative
C02117,57,Freelancer,0,196188,81013,25170,90005,368422,17084674,11628138,249728,29330962,2663546,26667416,137790,37910659,783,Moderately Conservative,Intermediate,Retirement,33928843,2027653,31901190,3,Stocks,45.88,12.83,78.8,35.0,59.09,Moderate
C02118,43,Designer,2,97150,42244,9517,45389,447926,3603566,0,334922,4386414,419155,3967259,272360,21534545,717,Conservative,Beginner,Child Education,321000,44457,276543,1,ETF,46.72,9.8,86.1,4.0,45.0,Moderately Conservative
C02119,26,Business Owner,2,324804,161988,193970,0,1180013,10000,0,321931,1511944,8018903,-6506959,1068222,45507436,630,Moderately Conservative,Advanced,Retirement,51455232,7000,51448232,34,Gold,0.0,59.72,44.85,43.0,44.02,Moderately Conservative
C02120,43,Software Engineer,2,207376,88042,49541,69793,893750,7380148,11517900,303427,20095225,5089735,15005490,413950,47683901,700,Conservative,Beginner,Wealth Creation,19928602,5166103,14762499,15,Equity MF,33.66,23.89,81.3,12.0,50.12,Moderate
C02121,50,Accountant,2,61184,26905,0,34279,170180,5579021,2267233,123539,8139973,0,8139973,54916,10082581,789,Moderate,Advanced,Wealth Creation,2090315,455307,1635008,5,Stocks,56.03,0.0,86.65,68.0,78.26,Moderately Aggressive
C02122,21,Teacher,0,71976,37065,5183,29728,353235,110467,0,173105,636807,139309,497498,282820,7440756,783,Moderate,Beginner,Higher Education,2388517,77326,2311191,5,ETF,41.3,7.2,91.4,44.0,70.07,Moderately Aggressive
C02123,33,Doctor,1,104024,49195,30516,24313,138048,1209598,8683383,46768,10077797,3279228,6798569,138048,22372589,743,Moderately Conservative,Intermediate,Child Education,1071351,250951,820400,2,Hybrid MF,23.37,29.34,54.6,32.0,44.43,Moderately Conservative
C02124,26,Accountant,2,121769,60790,12427,48552,304401,1199005,0,237212,1740618,199834,1540784,304401,12308535,677,Moderately Conservative,Intermediate,Child Education,4113384,517076,3596308,5,FD,39.87,10.21,81.25,32.0,59.09,Moderate
C02125,24,Sales Executive,0,73367,38396,22271,12700,424037,110201,0,210498,744736,374563,370173,92984,11905819,748,Moderately Conservative,Beginner,Higher Education,3326437,77140,3249297,7,Bonds,17.31,30.36,62.4,24.0,45.12,Moderately Conservative
C02126,41,Doctor,4,173107,85736,9017,78354,597023,5517853,0,238457,6353333,243352,6109981,122707,32723179,800,Moderately Conservative,Beginner,Wealth Creation,11581077,2890588,8690489,7,Gold,45.26,5.21,88.0,32.0,62.8,Moderate
C02127,29,Consultant,2,63761,23950,15881,23930,320035,473841,0,199814,993690,431815,561875,185864,3829369,659,Moderately Aggressive,Beginner,Child Education,526707,124417,402290,2,ETF,37.53,24.91,69.2,64.0,45.0,Moderately Conservative
C02128,39,Freelancer,4,44394,24895,5067,14432,184450,992802,1720236,72230,2969718,345983,2623735,184450,3476683,778,Moderately Conservative,Advanced,Higher Education,992321,110971,881350,5,ETF,32.51,11.41,83.3,40.0,63.82,Moderate
C02129,41,Accountant,3,186284,83373,38188,64723,380455,7187320,10143695,278735,17990205,6092127,11898078,128156,44229652,679,Moderate,Beginner,Wealth Creation,8374603,2858307,5516296,5,FD,34.74,20.5,69.0,52.0,61.35,Moderate
C02130,39,Government Employee,4,76491,36597,9178,30716,460324,2375603,5219218,261052,8316197,1167933,7148264,136803,5583541,690,Moderately Aggressive,Intermediate,Wealth Creation,3169707,212846,2956861,5,Stocks,40.16,12.0,88.3,80.0,84.56,Aggressive
C02131,32,Teacher,0,180622,80239,19971,80412,1072725,2379431,12584117,435979,16472252,3361015,13111237,411084,29279268,700,Conservative,Intermediate,Buy House,34077991,1665601,32412390,20,Bonds,44.52,11.06,91.95,12.0,55.97,Moderate
C02132,22,Freelancer,0,79349,37762,13560,28027,406646,68844,0,155215,630705,303443,327262,39799,15368007,742,Moderately Conservative,Beginner,Buy House,8302279,48190,8254089,20,Equity MF,35.32,17.09,81.0,24.0,55.35,Moderate
C02133,24,Freelancer,0,45927,17268,0,28659,102797,195740,0,29429,327966,0,327966,102797,6205974,770,Conservative,Advanced,Wealth Creation,5796910,137018,5659892,20,Debt MF,62.4,0.0,96.0,28.0,65.4,Moderate
C02134,36,Sales Executive,4,110181,41112,26771,42298,221869,5265412,0,54710,5541991,687800,4854191,178268,13601591,745,Moderately Aggressive,Beginner,Higher Education,1350341,328500,1021841,5,Equity MF,38.39,24.3,75.75,64.0,70.46,Moderately Aggressive
C02135,42,Designer,1,70946,28430,22701,19815,249860,2952395,5598506,118773,8919534,2782290,6137244,202191,4336578,833,Moderately Conservative,Beginner,Wealth Creation,8086230,2028491,6057739,15,ETF,27.93,32.0,73.45,32.0,54.8,Moderate
C02136,25,Freelancer,0,75587,31136,9173,35278,93615,448861,0,68965,611441,383987,227454,93615,14735844,710,Moderate,Beginner,Buy House,9396967,314202,9082765,15,ETF,46.67,12.14,83.0,44.0,65.45,Moderate
C02137,26,Bank Employee,2,64508,32458,4276,27774,87645,474097,0,28374,590116,117058,473058,87645,14450411,745,Conservative,Intermediate,Higher Education,776102,193221,582881,3,Hybrid MF,43.06,6.63,79.45,12.0,49.1,Moderate
C02138,39,Sales Executive,3,108719,56939,22632,29148,434157,1550813,6235506,118727,8339203,2580684,5758519,214685,23803732,778,Moderate,Advanced,Wealth Creation,2716926,755914,1961012,5,Debt MF,26.81,20.82,64.3,68.0,65.97,Moderate
C02139,36,Bank Employee,1,305107,124015,0,181092,468762,11774854,0,326614,12570230,0,12570230,128738,37609631,760,Moderate,Advanced,Retirement,42411361,6260594,36150767,24,Equity MF,59.35,0.0,89.35,63.0,77.49,Moderately Aggressive
C02140,24,Business Owner,0,100031,50312,30277,19442,561785,302826,0,290247,1154858,548102,606756,150876,16407155,782,Moderate,Intermediate,Wealth Creation,12232266,211978,12020288,15,PPF,19.44,30.27,71.0,60.0,66.05,Moderate
C02141,53,Freelancer,0,101742,43875,24223,33644,231779,3844943,4948062,172212,9196996,4050891,5146105,231779,19094689,791,Moderate,Intermediate,Buy House,4328517,1629278,2699239,5,PPF,33.07,23.81,67.2,52.0,60.36,Moderate
C02142,46,Software Engineer,2,220264,76405,56361,87498,471961,4594690,0,169844,5236495,926928,4309567,127872,17755314,771,Aggressive,Beginner,Retirement,29139924,2891943,26247981,14,Hybrid MF,39.72,25.59,76.85,82.0,79.17,Moderately Aggressive
C02143,31,Data Scientist,0,92411,33910,0,58501,266068,2244894,5148420,108175,7767557,0,7767557,40287,11455839,754,Moderately Conservative,Intermediate,Retirement,9842191,697900,9144291,29,Hybrid MF,63.31,0.0,95.1,35.0,68.06,Moderately Aggressive
C02144,26,Doctor,2,130562,60026,22698,47838,155904,688057,0,105895,949856,884688,65168,155904,26955390,714,Moderately Conservative,Intermediate,Retirement,14481325,481639,13999686,34,ETF,36.64,17.38,69.85,35.0,54.17,Moderate
C02145,23,Bank Employee,0,64951,30593,0,34358,75074,89041,0,35315,199430,0,199430,43707,6964456,731,Aggressive,Intermediate,Child Education,317805,32079,285726,1,Gold,52.9,0.0,79.8,87.0,45.0,Moderately Conservative
C02146,28,Government Employee,2,45726,19549,11555,14622,220796,465128,0,123980,809904,242133,567771,118101,9690372,691,Moderate,Advanced,Wealth Creation,3590793,325589,3265204,15,Stocks,31.98,25.27,80.55,68.0,74.9,Moderately Aggressive
C02147,51,Sales Executive,0,153714,89970,34370,29374,627260,2474154,11331493,150468,14583375,2786112,11797263,620641,24937106,691,Aggressive,Intermediate,Child Education,1049235,230407,818828,1,Equity MF,19.11,22.36,58.9,87.0,45.0,Moderately Conservative
C02148,25,Consultant,0,189627,76361,48903,64363,794718,941110,0,440387,2176215,2103051,73164,196441,42453225,711,Moderately Conservative,Advanced,Buy House,9347571,658777,8688794,7,Bonds,33.94,25.79,69.4,40.0,56.17,Moderate
C02149,62,Accountant,0,120412,44093,25327,50992,418777,10117605,0,232208,10768590,448080,10320510,115234,9837223,711,Conservative,Beginner,Retirement,17668091,3476435,14191656,1,Stocks,42.35,21.03,75.25,7.0,44.54,Moderately Conservative
C02150,52,Sales Executive,0,230910,93195,54672,83043,227459,5609946,0,118381,5955786,1460703,4495083,227459,34526838,743,Moderately Aggressive,Intermediate,Child Education,6492429,1311689,5180740,5,ETF,35.96,23.68,65.35,72.0,68.34,Moderately Aggressive
C02151,38,Teacher,4,89291,36873,0,52418,79364,7177350,0,19348,7276062,0,7276062,79364,14179463,776,Moderate,Beginner,Retirement,9290474,974524,8315950,22,FD,58.7,0.0,89.05,47.0,70.13,Moderately Aggressive
C02152,27,Software Engineer,1,128858,50902,37242,40714,115787,663349,0,30557,809693,1607695,-798002,115787,15408413,723,Conservative,Intermediate,Higher Education,3561688,464344,3097344,10,PPF,31.6,28.9,62.900000000000006,12.0,40.0,Moderately Conservative
C02153,63,Business Owner,0,217865,102228,25748,89889,1123510,20059128,7956150,556708,29695496,1765656,27929840,622088,28006177,706,Conservative,Intermediate,Child Education,5160081,1275120,3884961,7,FD,41.26,11.82,84.7,12.0,51.99,Moderate
C02154,21,Sales Executive,0,156335,72285,29977,54073,962988,436092,0,719407,2118487,1355966,762521,204854,37349579,756,Moderately Conservative,Beginner,Wealth Creation,13562622,305264,13257358,10,FD,34.59,19.17,79.2,32.0,57.96,Moderate
C02155,26,Accountant,1,83574,29075,4513,49986,194931,1097353,0,149414,1441698,156238,1285460,38397,7890979,761,Moderate,Beginner,Child Education,1030734,331393,699341,3,ETF,59.81,5.4,87.45,44.0,67.9,Moderate
C02156,53,Business Owner,0,190033,93485,0,96548,1209692,22546327,11310101,795459,35861579,0,35861579,625526,23146383,801,Moderate,Intermediate,Retirement,35143979,8738011,26405968,7,Equity MF,50.81,0.0,90.2,55.0,74.36,Moderately Aggressive
C02157,59,Doctor,1,150277,75732,13397,61148,636035,10765583,9056851,178239,20636708,1714344,18922364,228552,35836509,783,Moderately Conservative,Beginner,Wealth Creation,20549940,4867186,15682754,15,Equity MF,40.69,8.91,90.9,32.0,64.4,Moderate
C02158,43,Designer,3,91521,45162,28182,18177,166560,1038990,7418959,128750,8753259,3479917,5273342,166560,18603038,733,Moderately Conservative,Intermediate,Emergency Fund,6161836,727293,5434543,10,Equity MF,19.86,30.79,61.5,23.0,44.18,Moderately Conservative
C02159,54,Accountant,0,110752,52727,47687,10338,139562,597562,0,37475,774599,1021157,-246558,139562,8883176,637,Moderate,Advanced,Wealth Creation,15347424,418293,14929131,20,Equity MF,9.33,43.06,41.65,68.0,53.51,Moderate
C02160,52,Software Engineer,0,287269,138457,18608,130204,971256,14086172,0,649943,15707371,493873,15213498,937253,28533919,801,Moderate,Beginner,Emergency Fund,9033253,2647479,6385774,10,FD,45.32,6.48,93.15,35.0,66.98,Moderate
C02161,36,Government Employee,1,107840,32721,0,75119,342144,4839558,4972693,117640,10272035,0,10272035,145446,16883643,775,Moderately Aggressive,Beginner,Higher Education,586659,39175,547484,2,PPF,69.66,0.0,87.15,64.0,45.0,Moderately Conservative
C02162,22,Teacher,1,105333,40565,14260,50508,377059,341031,0,247668,965758,340471,625287,148336,10860883,736,Moderately Aggressive,Advanced,Buy House,3286013,238721,3047292,5,Stocks,47.95,13.54,84.4,80.0,82.42,Moderately Aggressive
C02163,38,Doctor,2,118369,62586,18585,37198,850450,3891241,0,462857,5204548,751719,4452829,474707,22260846,716,Moderate,Advanced,Wealth Creation,16033191,2107524,13925667,15,Gold,31.43,15.7,89.05,68.0,79.58,Moderately Aggressive
C02164,57,Sales Executive,0,212366,114411,137772,0,451136,10000,9162571,316468,9940175,23896591,-13956416,451136,20334358,633,Moderately Aggressive,Intermediate,Retirement,29743468,7000,29736468,3,Stocks,0.0,64.87,27.8,75.0,49.04,Moderate
C02165,54,Doctor,0,159307,71047,0,88260,286722,15448672,7817881,110461,23663736,0,23663736,286722,17201922,796,Moderately Aggressive,Beginner,Buy House,11413315,2420254,8993061,10,Debt MF,55.4,0.0,88.85,64.0,77.67,Moderately Aggressive
C02166,61,Sales Executive,1,183922,78848,0,105074,475355,32302746,0,207649,32985750,0,32985750,222758,12985358,719,Moderate,Advanced,Buy House,8022194,1811322,6210872,5,Debt MF,57.13,0.0,85.0,60.0,73.75,Moderately Aggressive
C02167,38,Software Engineer,1,171380,91445,37318,42617,964434,2962703,8112804,588478,12628419,4380381,8248038,437630,20246784,765,Moderately Aggressive,Advanced,Travel,1731931,492726,1239205,3,Gold,24.87,21.78,65.65,83.0,73.46,Moderately Aggressive
C02168,24,Sales Executive,0,164188,65172,9427,89589,425338,841861,0,306183,1573382,341137,1232245,227299,23117128,756,Aggressive,Advanced,Buy House,6332003,589302,5742701,5,Hybrid MF,54.56,5.74,87.4,95.0,90.82,Aggressive
C02169,44,Consultant,2,128095,62198,18572,47325,839646,7118783,8793416,531619,17283464,2570551,14712913,111401,20124444,708,Moderately Conservative,Intermediate,Wealth Creation,17140939,1872152,15268787,15,PPF,36.95,14.5,88.15,40.0,66.48,Moderate
C02170,51,Accountant,1,30343,14350,7531,8462,52819,1432639,0,14414,1499872,108560,1391312,52819,4556657,766,Moderately Conservative,Intermediate,Retirement,5140383,544534,4595849,9,Bonds,27.89,24.82,71.3,35.0,54.97,Moderate
C02171,48,Sales Executive,3,60074,26195,12850,21029,238161,2778928,5034466,187853,8239408,1579550,6659858,64398,5582651,777,Moderately Conservative,Beginner,Buy House,2750787,818951,1931836,7,FD,35.01,21.39,70.95,24.0,49.82,Moderate
C02172,48,Business Owner,3,82830,37055,8486,37289,414787,3782060,6537329,264835,10999011,1082211,9916800,195104,14302880,708,Aggressive,Intermediate,Child Education,513480,30222,483258,2,Bonds,45.02,10.25,81.35,87.0,45.0,Moderately Conservative
C02173,26,Software Engineer,0,282575,109548,17717,155310,1276663,3837877,0,347693,5462233,751468,4710765,168805,63955670,725,Conservative,Beginner,Wealth Creation,13188046,2012169,11175877,5,Stocks,54.96,6.27,94.25,12.0,57.24,Moderate
C02174,41,Sales Executive,2,109807,57969,0,51838,347689,3079577,0,241050,3668316,0,3668316,219267,26230325,736,Moderately Conservative,Intermediate,Child Education,767906,249379,518527,2,Hybrid MF,47.21,0.0,82.4,32.0,45.0,Moderately Conservative
C02175,29,Government Employee,0,82605,38119,8963,35523,133435,1046328,0,62438,1242201,202646,1039555,56581,18805095,738,Moderately Conservative,Intermediate,Retirement,11558104,732429,10825675,31,Equity MF,43.0,10.85,86.4,35.0,63.27,Moderate
C02176,34,Designer,0,139834,58175,0,81659,156452,4101593,10307221,58531,14623797,0,14623797,156452,16172751,822,Moderately Conservative,Beginner,Buy House,3897987,922211,2975776,5,FD,58.4,0.0,84.05,24.0,57.03,Moderate
C02177,51,Software Engineer,2,284600,107867,79709,97024,1244700,7233116,0,463749,8941565,3617640,5323925,564970,44407020,658,Conservative,Beginner,Retirement,32571223,5063181,27508042,9,ETF,34.09,28.01,74.3,7.0,44.02,Moderately Conservative
C02178,37,Accountant,3,162569,85993,8174,68402,406413,3693455,6809388,92466,11001722,926638,10075084,244035,17251001,700,Conservative,Beginner,Retirement,22858221,2585418,20272803,23,Stocks,42.08,5.03,94.2,7.0,54.96,Moderate
C02179,26,Sales Executive,1,196558,92519,108077,0,1030206,10000,0,648694,1688900,2453671,-764771,580607,42041363,563,Aggressive,Beginner,Wealth Creation,6085779,7000,6078779,5,ETF,0.0,54.98,39.25,87.0,50.0,Moderate
C02180,39,Designer,2,62771,23046,28362,11363,207936,1288116,4010377,157936,5664365,4837282,827083,29175,8440209,623,Moderate,Intermediate,Retirement,7681534,901681,6779853,21,Hybrid MF,18.1,45.18,53.900000000000006,55.0,54.4,Moderate
C02181,21,Consultant,0,129192,63913,28634,36645,393420,123722,0,267885,785027,1009452,-224425,386466,16910701,661,Conservative,Advanced,Retirement,27691029,86605,27604424,39,PPF,28.36,22.16,70.0,23.0,48.85,Moderate
C02182,27,Doctor,1,90109,42988,24132,22989,124369,666595,0,30750,821714,828084,-6370,66168,6191809,737,Moderate,Beginner,Higher Education,1803715,101232,1702483,5,Equity MF,25.51,26.78,55.1,44.0,50.11,Moderate
C02183,30,Government Employee,1,115611,46188,12269,57154,312921,3806465,0,205718,4325104,158832,4166272,185200,24772758,742,Moderately Aggressive,Intermediate,Child Education,675108,204958,470150,2,PPF,49.44,10.61,80.05,72.0,45.0,Moderately Conservative
C02184,22,Accountant,1,108761,58346,10972,39443,678379,351178,0,164877,1194434,168842,1025592,241610,18110287,775,Moderately Conservative,Beginner,Wealth Creation,4255212,245824,4009388,5,Debt MF,36.27,10.09,85.4,32.0,61.37,Moderate
C02185,42,Doctor,1,129511,56603,40825,32083,147803,4260115,0,70724,4478642,657352,3821290,66359,22072796,725,Moderately Aggressive,Intermediate,Wealth Creation,4861793,782395,4079398,5,Equity MF,24.77,31.52,64.85,80.0,71.67,Moderately Aggressive
C02186,59,Software Engineer,1,133172,53543,36315,43314,686613,5385003,6152957,187203,12411776,2206575,10205201,204454,25345317,728,Moderately Conservative,Intermediate,Buy House,22084180,3769502,18314678,20,Gold,32.52,27.27,78.9,32.0,57.8,Moderate
C02187,41,Software Engineer,3,66953,29151,8728,29074,147461,1759151,4763016,48412,6718040,1313916,5404124,147461,10131774,811,Moderately Aggressive,Advanced,Emergency Fund,728770,271153,457617,3,Equity MF,43.42,13.04,78.2,71.0,74.96,Moderately Aggressive
C02188,58,Government Employee,0,82971,36762,7610,38599,281167,6872502,3821150,138690,11113509,630308,10483201,232251,9769365,787,Moderate,Intermediate,Child Education,1515494,79978,1435516,3,ETF,46.52,9.17,86.65,52.0,71.06,Moderately Aggressive
C02189,49,Consultant,2,172028,64982,43266,63780,386343,3600345,0,287666,4274354,1903967,2370387,213474,17574294,634,Moderately Conservative,Beginner,Retirement,21604549,2520241,19084308,11,Debt MF,37.08,25.15,70.6,27.0,50.98,Moderate
C02190,65,Designer,0,78241,34833,0,43408,331428,7392288,5098969,85702,12908387,0,12908387,271835,16644250,724,Moderate,Beginner,Retirement,10322268,702309,9619959,1,Bonds,55.48,0.0,82.8,47.0,45.0,Moderately Conservative
C02191,35,Bank Employee,2,111605,36363,0,75242,499242,1912635,7940424,274059,10626360,0,10626360,154359,9035445,782,Moderate,Beginner,Child Education,886054,330604,555450,2,PPF,67.42,0.0,87.3,44.0,45.0,Moderately Conservative
C02192,57,Designer,0,165345,69138,10023,86184,657780,17386797,0,456831,18501408,237377,18264031,474688,20193339,729,Moderate,Intermediate,Wealth Creation,10433370,993255,9440115,10,PPF,52.12,6.06,92.4,60.0,77.82,Moderately Aggressive
C02193,37,Sales Executive,1,97149,42742,0,54407,371222,3168204,3678447,153161,7371034,0,7371034,151435,20220295,736,Moderate,Intermediate,Emergency Fund,3869890,690013,3179877,7,Bonds,56.0,0.0,92.6,43.0,70.28,Moderately Aggressive
C02194,23,Business Owner,0,87037,37849,0,49188,243558,126322,0,168142,538022,0,538022,220365,13495507,788,Moderately Conservative,Intermediate,Emergency Fund,5299656,88425,5211231,10,Debt MF,56.51,0.0,97.2,23.0,63.81,Moderate
C02195,52,Government Employee,2,115041,50532,14187,50322,580668,7734407,7738644,159557,16213276,2261873,13951403,346577,18106117,812,Moderate,Beginner,Retirement,13923760,2801295,11122465,8,Bonds,43.74,12.33,89.15,47.0,70.18,Moderately Aggressive
C02196,39,Accountant,1,156651,54663,43201,58787,592785,4865190,0,261243,5719218,921877,4797341,249024,37418127,743,Conservative,Advanced,Retirement,22176593,3405633,18770960,21,PPF,37.53,27.58,84.9,23.0,57.05,Moderate
C02197,59,Software Engineer,1,112195,60867,61578,0,177163,10000,0,123866,311029,831260,-520231,177163,22826721,630,Conservative,Intermediate,Buy House,4043380,7000,4036380,5,FD,0.0,54.88,25.3,12.0,19.32,Conservative
C02198,33,Business Owner,0,231025,118906,18075,94044,489436,7368996,17263643,156383,25278458,2295431,22983027,489436,26170621,771,Aggressive,Beginner,Buy House,14930222,4433956,10496266,10,Bonds,40.71,7.82,92.0,79.0,86.15,Aggressive
C02199,28,Consultant,0,83844,41934,9717,32193,309026,1038822,0,99531,1447379,338176,1109203,139881,17299144,704,Moderate,Advanced,Wealth Creation,7853634,727175,7126459,15,Stocks,38.4,11.59,83.55,68.0,76.55,Moderately Aggressive
C02200,52,Data Scientist,0,135515,44993,32276,58246,352651,6824958,0,235786,7413395,550725,6862670,160702,21354965,753,Conservative,Intermediate,Retirement,15587221,4451986,11135235,8,Hybrid MF,42.98,23.82,81.15,15.0,51.38,Moderate
C02201,53,Teacher,0,75637,25376,18906,31355,243709,2955672,0,73756,3273137,325223,2947914,43386,11946020,731,Moderately Conservative,Beginner,Wealth Creation,4197213,735610,3461603,10,FD,41.45,25.0,81.0,32.0,58.95,Moderate
C02202,35,Designer,2,45351,22346,4824,18181,79479,896410,0,59917,1035806,223387,812419,79479,7794876,739,Conservative,Beginner,Emergency Fund,630676,187236,443440,2,Hybrid MF,40.09,10.64,76.3,0.0,41.97,Moderately Conservative
C02203,37,Software Engineer,1,276583,111011,33118,132454,323935,14791754,22518625,189123,37823437,3568678,34254759,323935,24816294,739,Moderate,Intermediate,Higher Education,3602374,402375,3199999,3,Hybrid MF,47.89,11.97,76.8,52.0,65.64,Moderate
